source_id,city,title,publisher,bucket,source_type,access_url,api_url,licence,coverage_start,coverage_end,spatial_granularity,temporal_granularity,retrieved_at,refresh_policy,ingest_priority,known_limitations,raw_metadata_file,notes
lon-hue-residential-approvals-starts-completions-and-pipeline-dashboards,london,"Historical Urban Event Evidence Catalog - Residential approvals, starts, completions, and pipeline dashboards",Greater London Authority / London Datastore source family,evidence catalog/source family,pdf_curated_source_family,https://data.london.gov.uk/dataset/residential-approvals-dashboard-e5now,,London Datastore package-level terms.,,,Development/site/project.,Ongoing dashboards and periodic downloadable resources.,2026-04-29T16:09:13+01:00,Ongoing dashboards and periodic downloadable resources.,mvp,Best for pipeline and housing-delivery monitoring; preserve borough submission caveats.,data/evidence-catalog/historical_urban_event_evidence_catalog.json,Extracted from attached Historical Urban Event Evidence Data Catalog PDF. Confidence: high.
lon-hue-london-development-database-archive-and-planning-comments,london,Historical Urban Event Evidence Catalog - London Development Database archive and planning comments,Greater London Authority / London Datastore source family,planning/development,pdf_curated_source_family,https://data.london.gov.uk/dataset/planning-permissions-on-the-london-development-database-ldd-2jxq0,,London Datastore terms; site-specific planning terms.,,,Application and document.,Archived for LDD; current for PlanApps.,2026-04-29T16:09:13+01:00,Archived for LDD; current for PlanApps.,mvp,Best way to bridge older strategic permissions with current mayoral applications and comments.,data/evidence-catalog/historical_urban_event_evidence_catalog.json,Extracted from attached Historical Urban Event Evidence Data Catalog PDF. Confidence: high.
lon-hue-london-datastore-platform-and-api,london,Historical Urban Event Evidence Catalog - London Datastore platform and API,Greater London Authority / London Datastore source family,evidence catalog/source family,pdf_curated_source_family,https://data.london.gov.uk/,,Terms vary by package; users must check package license details.,,,Dataset/package/resource metadata and files.,Package-specific updates.,2026-04-29T16:09:13+01:00,Package-specific updates.,mvp,"Essential platform layer for production metadata, automated refresh checks, and package discovery.",data/evidence-catalog/historical_urban_event_evidence_catalog.json,Extracted from attached Historical Urban Event Evidence Data Catalog PDF. Confidence: high.
lon-hue-road-network-identifiers-and-open-basemaps,london,"Historical Urban Event Evidence Catalog - Road network, identifiers, and open basemaps",Ordnance Survey,planning/development,pdf_curated_source_family,https://www.ordnancesurvey.co.uk/products/os-open-roads,,OS OpenData products use OGL; premium OS products differ.,,,"Road, street identifier, property identifier, general mapping.",Typically semiannual or product-specific refresh.,2026-04-29T16:09:13+01:00,Typically semiannual or product-specific refresh.,mvp,Important substitute where London parcel/building openness is weaker than NYC.,data/evidence-catalog/historical_urban_event_evidence_catalog.json,Extracted from attached Historical Urban Event Evidence Data Catalog PDF. Confidence: high.
lon-hue-3d-and-building-stock-context,london,Historical Urban Event Evidence Catalog - 3D and building-stock context,Greater London Authority / London Datastore source family,planning/development,pdf_curated_source_family,https://www.ordnancesurvey.co.uk/products/os-3d-mesh,,OS beta access is not equivalent to unrestricted open data; verify access route.,,,Building / mesh / citywide stock model.,Emerging.,2026-04-29T16:09:13+01:00,Emerging.,candidate,"Useful, but weaker than NYC for a clean open municipal 3D history.",data/evidence-catalog/historical_urban_event_evidence_catalog.json,Extracted from attached Historical Urban Event Evidence Data Catalog PDF. Confidence: medium.
lon-hue-historical-aerial-imagery-and-vertical-aerials,london,Historical Urban Event Evidence Catalog - Historical aerial imagery and vertical aerials,Historic England / Environment Agency,environment/imagery,pdf_curated_source_family,https://historicengland.org.uk/images-books/archive/collections/aerial-photos/,,Mixed. Historic England image rights vary per image; Environment Agency data are official open-government-style datasets; OS imagery is licensed.,,,"Photo, scene, ortho.",Archive + programmatic refresh depending provider.,2026-04-29T16:09:13+01:00,Archive + programmatic refresh depending provider.,mvp,"High value, especially where London lacks a single openly tiled orthophoto series like NYC.",data/evidence-catalog/historical_urban_event_evidence_catalog.json,Extracted from attached Historical Urban Event Evidence Data Catalog PDF. Confidence: medium-high.
lon-hue-traffic-counts-and-road-flows,london,Historical Urban Event Evidence Catalog - Traffic counts and road flows,Department for Transport,transport/mobility,pdf_curated_source_family,https://roadtraffic.dft.gov.uk/regions/6,,UK Open Government Licence for published statistics/data; preserve attribution and method fields.,,,"Count point, road link, local authority.",Annual / periodic releases.,2026-04-29T16:09:13+01:00,Annual / periodic releases.,mvp,Always keep estimation method in the model and upweight directly counted observations.,data/evidence-catalog/historical_urban_event_evidence_catalog.json,Extracted from attached Historical Urban Event Evidence Data Catalog PDF. Confidence: high.
lon-hue-tfl-routes-timetables-accessibility-demand-and-cycle-hire,london,"Historical Urban Event Evidence Catalog - TfL routes, timetables, accessibility, demand, and cycle hire",Transport for London,transport/mobility,pdf_curated_source_family,https://api.tfl.gov.uk/,,TfL terms based on OGL with amendments; check caching/branding/commercial rules.,,,"Stop, station, line, route, bike point, grid point.",Live APIs plus periodic datasets.,2026-04-29T16:09:13+01:00,Live APIs plus periodic datasets.,mvp,Strong for integrated network metadata and accessibility/topology; demand history is less consistently open at station level than NYC.,data/evidence-catalog/historical_urban_event_evidence_catalog.json,Extracted from attached Historical Urban Event Evidence Data Catalog PDF. Confidence: high.
lon-hue-workforce-labour-market-and-population,london,"Historical Urban Event Evidence Catalog - Workforce, labour market, and population",Office for National Statistics / Nomis / GLA,economy/demographics,pdf_curated_source_family,https://www.nomisweb.co.uk/api/v01/help,,Open Government Licence with statistical disclosure controls where applicable.,,,"Borough, LAD, small areas depending on source.",Annual or quarterly depending on family.,2026-04-29T16:09:13+01:00,Annual or quarterly depending on family.,mvp,Very strong for long-run labour and demography.,data/evidence-catalog/historical_urban_event_evidence_catalog.json,Extracted from attached Historical Urban Event Evidence Data Catalog PDF. Confidence: high.
lon-hue-property-transactions-price-indices-and-rents,london,"Historical Urban Event Evidence Catalog - Property transactions, price indices, and rents",HM Land Registry / VOA / GLA,housing/property market,pdf_curated_source_family,https://www.gov.uk/government/statistical-data-sets/price-paid-data-downloads,,Official government terms; check Price Paid permitted-use guidance.,,,"Property transaction, local authority, region.",Monthly or biannual.,2026-04-29T16:09:13+01:00,Monthly or biannual.,mvp,Best official stack for property transactions and rent/price trend context.,data/evidence-catalog/historical_urban_event_evidence_catalog.json,Extracted from attached Historical Urban Event Evidence Data Catalog PDF. Confidence: high.
lon-hue-public-opinion-consultation-and-local-sentiment,london,"Historical Urban Event Evidence Catalog - Public opinion, consultation, and local sentiment",Greater London Authority / London Datastore source family,civic sentiment/consultation,pdf_curated_source_family,https://data.london.gov.uk/search?q=Annual%20London%20Survey,,Mixed package/site terms.,,,"Survey, consultation, ward/borough, application.",Survey-cycle / current consultations.,2026-04-29T16:09:13+01:00,Survey-cycle / current consultations.,mvp,"Useful, but there is no citywide 311-style operational complaint ledger equivalent.",data/evidence-catalog/historical_urban_event_evidence_catalog.json,Extracted from attached Historical Urban Event Evidence Data Catalog PDF. Confidence: high.
64uk-42ks,new_york,Primary Land Use Tax Lot Output (PLUTO),NYC Department of City Planning (DCP),planning/development; land use,discovery_catalog_source,https://data.cityofnewyork.us/api/views/64uk-42ks,https://data.cityofnewyork.us/resource/64uk-42ks.json,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,Tax lot / BBL,"Release snapshot, usually annual/biannual",2026-04-28T12:19:23.839552+00:00,,,"Snapshot table, not transaction history; field definitions/recode changes by release; geometry only in MapPLUTO",raw_metadata/new_york__64uk-42ks__page.json,
f888-ni5f,new_york,MapPLUTO,NYC Department of City Planning (DCP),planning/development; basemap,discovery_catalog_source,https://data.cityofnewyork.us/api/views/f888-ni5f,https://data.cityofnewyork.us/resource/f888-ni5f.json,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,Tax lot polygon / BBL,Release snapshot,2026-04-28T12:19:23.839569+00:00,,,Large download; geocoding/BBL changes complicate longitudinal joins; not authoritative tax roll,raw_metadata/new_york__f888-ni5f__page.json,
new-003-bytes-of-the-big-apple-archived-pluto-mappluto-releases,new_york,Bytes of the Big Apple archived PLUTO/MapPLUTO releases,NYC DCP,planning/development; basemap,discovery_catalog_source,https://www.nyc.gov/site/planning/data-maps/open-data/bytes-archive.page,,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,"Layer-specific: tax lots, districts, streets, boundaries",Release snapshot,2026-04-28T12:19:23.839577+00:00,,,Archive coverage varies by layer/year; schemas differ; downloads not Socrata API,raw_metadata/new_york__new-003-bytes-of-the-big-apple-archived-pluto-mappluto-releases__page.json,
hgx4-8ukb,new_york,Zoning Application Portal (ZAP) - Project Data,NYC DCP,planning/development; policy,discovery_catalog_source,https://data.cityofnewyork.us/api/views/hgx4-8ukb,https://data.cityofnewyork.us/resource/hgx4-8ukb.json,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,Project/application,Application milestone dates/status updates,2026-04-28T12:19:23.839581+00:00,,,Does not include all legacy ULURP actions; project status can change; geometry via related BBL/layers,raw_metadata/new_york__hgx4-8ukb__page.json,
2iga-a6mk,new_york,Zoning Application Portal (ZAP) - BBL,NYC DCP,planning/development; policy,discovery_catalog_source,https://data.cityofnewyork.us/api/views/2iga-a6mk,https://data.cityofnewyork.us/resource/2iga-a6mk.json,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,Tax lot linked to ZAP project,Application milestone dates/status updates,2026-04-28T12:19:23.839582+00:00,,,Requires joining to project data; some projects affect areas not expressible as simple BBLs,raw_metadata/new_york__2iga-a6mk__page.json,
6umk-irkx,new_york,DCP Housing Database,NYC DCP,planning/development; housing,discovery_catalog_source,https://data.cityofnewyork.us/api/views/6umk-irkx,https://data.cityofnewyork.us/resource/6umk-irkx.json,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,Geocoded building/project; summarized variants by block/tract/NTA/CD,Project/job dates and annual summaries,2026-04-28T12:19:23.839584+00:00,,,Derived from DOB; lagged and methodological filters; not a permit inventory,raw_metadata/new_york__6umk-irkx__page.json,
8zyi-kxay,new_york,Housing Database by 2020 Census Block,NYC DCP,planning/development; housing,discovery_catalog_source,https://data.cityofnewyork.us/api/views/8zyi-kxay,https://data.cityofnewyork.us/resource/8zyi-kxay.json,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,2020 census block,Annual summaries,2026-04-28T12:19:23.839586+00:00,,,Aggregated; small-cell interpretation and boundary-crosswalk issues,raw_metadata/new_york__8zyi-kxay__page.json,
br6q-ssj3,new_york,Housing Database Project Level Files,NYC DCP,planning/development; housing,discovery_catalog_source,https://data.cityofnewyork.us/api/views/br6q-ssj3,https://data.cityofnewyork.us/resource/br6q-ssj3.json,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,Project/building/job,Project/job dates,2026-04-28T12:19:23.839587+00:00,,,Derived and cleaned data; use with DOB for provenance,raw_metadata/new_york__br6q-ssj3__page.json,
ic3t-wcy2,new_york,DOB Job Application Filings,NYC Department of Buildings (DOB),buildings; DOB permits/filings,discovery_catalog_source,https://data.cityofnewyork.us/api/views/ic3t-wcy2,https://data.cityofnewyork.us/resource/ic3t-wcy2.json,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,Job/application at BIN/BBL/address,Filing/status dates,2026-04-28T12:19:23.839588+00:00,,,Legacy system; excludes/duplicates some DOB NOW work; status/date fields need cleaning,raw_metadata/new_york__ic3t-wcy2__page.json,
w9ak-ipjd,new_york,DOB NOW: Build - Job Application Filings,NYC DOB,buildings; DOB permits/filings,discovery_catalog_source,https://data.cityofnewyork.us/api/views/w9ak-ipjd,https://data.cityofnewyork.us/resource/w9ak-ipjd.json,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,Job/application at BIN/BBL/address,Filing/status dates,2026-04-28T12:19:23.839590+00:00,,,Does not include certain legacy BIS job types; schema differs from BIS,raw_metadata/new_york__w9ak-ipjd__page.json,
bty7-2jhb,new_york,Historical DOB Permit Issuance,NYC DOB / NYC Open Data,buildings; DOB permits/COs,discovery_catalog_source,https://data.cityofnewyork.us/api/views/bty7-2jhb,https://data.cityofnewyork.us/resource/bty7-2jhb.json,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,Permit at BIN/BBL/address,Permit issue date,2026-04-28T12:19:23.839591+00:00,,,Static historical table; legacy address/BBL quality; no geometry,raw_metadata/new_york__bty7-2jhb__page.json,
ipu4-2q9a,new_york,DOB Permit Issuance,NYC DOB,buildings; DOB permits/COs,discovery_catalog_source,https://data.cityofnewyork.us/api/views/ipu4-2q9a,https://data.cityofnewyork.us/resource/ipu4-2q9a.json,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,Permit at BIN/BBL/address,Permit issue/expiration dates,2026-04-28T12:19:23.839593+00:00,,,Current operating data; use historical table for pre-2013; permit issuance != completion,raw_metadata/new_york__ipu4-2q9a__page.json,
rbx6-tga4,new_york,DOB NOW: Build - Approved Permits,NYC DOB,buildings; DOB permits/COs,discovery_catalog_source,https://data.cityofnewyork.us/api/views/rbx6-tga4,https://data.cityofnewyork.us/resource/rbx6-tga4.json,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,Permit/job at BIN/BBL/address,Approval/issue dates,2026-04-28T12:19:23.839594+00:00,,,Partial permit universe; join to BIS for complete longitudinal series,raw_metadata/new_york__rbx6-tga4__page.json,
bs8b-p36w,new_york,DOB Certificate Of Occupancy,NYC DOB,buildings; DOB permits/COs,discovery_catalog_source,https://data.cityofnewyork.us/api/views/bs8b-p36w,https://data.cityofnewyork.us/resource/bs8b-p36w.json,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,Certificate at BIN/BBL/address,Issue/effective dates,2026-04-28T12:19:23.839596+00:00,,,"CO data reflect legal occupancy, not all completions; temporary/final distinctions",raw_metadata/new_york__bs8b-p36w__page.json,
pkdm-hqz6,new_york,DOB NOW: Certificate of Occupancy,NYC DOB,buildings; DOB permits/COs,discovery_catalog_source,https://data.cityofnewyork.us/api/views/pkdm-hqz6,https://data.cityofnewyork.us/resource/pkdm-hqz6.json,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,Certificate at BIN/BBL/address,Issue/effective dates,2026-04-28T12:19:23.839597+00:00,,,Must combine with legacy CO dataset; excludes non-DOB NOW records,raw_metadata/new_york__pkdm-hqz6__page.json,
eabe-havv,new_york,DOB Complaints Received,NYC DOB,buildings; public services,discovery_catalog_source,https://data.cityofnewyork.us/api/views/eabe-havv,https://data.cityofnewyork.us/resource/eabe-havv.json,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,Complaint at BIN/address/borough,Complaint received/status dates,2026-04-28T12:19:23.839598+00:00,,,Complaint volume affected by reporting behavior; geocoding inconsistencies,raw_metadata/new_york__eabe-havv__page.json,
hg8x-zxpr,new_york,Affordable Housing Production by Building,NYC HPD,planning/development; public services,discovery_catalog_source,https://data.cityofnewyork.us/api/views/hg8x-zxpr,https://data.cityofnewyork.us/resource/hg8x-zxpr.json,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,Building/project at address/BBL,Project start/completion/fiscal year fields,2026-04-28T12:19:23.839600+00:00,,,Only HPD-financed/regulatory affordable units; not all affordable housing,raw_metadata/new_york__hg8x-zxpr__page.json,
hq68-rnsi,new_york,Affordable Housing Production by Project,NYC HPD,planning/development; public services,discovery_catalog_source,https://data.cityofnewyork.us/api/views/hq68-rnsi,https://data.cityofnewyork.us/resource/hq68-rnsi.json,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,HPD project,Project/fiscal-year dates,2026-04-28T12:19:23.839601+00:00,,,Project-level aggregation may hide building locations; program definitions change,raw_metadata/new_york__hq68-rnsi__page.json,
ygpa-z7cr,new_york,Housing Maintenance Code Complaints and Problems,NYC HPD,public services; housing conditions,discovery_catalog_source,https://data.cityofnewyork.us/api/views/ygpa-z7cr,https://data.cityofnewyork.us/resource/ygpa-z7cr.json,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,Complaint/problem at building/address/BIN/BBL,Complaint/open/close dates,2026-04-28T12:19:23.839603+00:00,,,Resident reporting bias; multiple problems per complaint; sensitive to enforcement campaigns,raw_metadata/new_york__ygpa-z7cr__page.json,
6z8x-wfk4,new_york,Evictions,NYC Department of Investigation / Sheriff,public services; economy/housing,discovery_catalog_source,https://data.cityofnewyork.us/api/views/6z8x-wfk4,https://data.cityofnewyork.us/resource/6z8x-wfk4.json,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,Executed eviction at address/borough/ZIP,Execution date,2026-04-28T12:19:23.839604+00:00,,,"Executed evictions only, not filings/warrants; pandemic moratoria create structural break",raw_metadata/new_york__6z8x-wfk4__page.json,
c9sj-fmsg,new_york,Street Construction Permits (2013-2021),NYC DOT,traffic/transport; street events/closures,discovery_catalog_source,https://data.cityofnewyork.us/api/views/c9sj-fmsg,https://data.cityofnewyork.us/resource/c9sj-fmsg.json,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,Permit segment/block/intersection,Permit issue/start/end dates,2026-04-28T12:19:23.839606+00:00,,,Static legacy period; permit location text may require geocoding,raw_metadata/new_york__c9sj-fmsg__page.json,
tqtj-sjs8,new_york,Street Construction Permits (2022-Present),NYC DOT,traffic/transport; street events/closures,discovery_catalog_source,https://data.cityofnewyork.us/api/views/tqtj-sjs8,https://data.cityofnewyork.us/resource/tqtj-sjs8.json,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,Permit segment/block/intersection,Permit issue/start/end dates,2026-04-28T12:19:23.839607+00:00,,,New schema vs 2013-2021; permits do not guarantee actual obstruction timing,raw_metadata/new_york__tqtj-sjs8__page.json,
i6b5-j7bu,new_york,Street Closures due to Construction Activities by Block,NYC DOT,street events/closures; traffic,discovery_catalog_source,https://data.cityofnewyork.us/api/views/i6b5-j7bu,https://data.cityofnewyork.us/resource/i6b5-j7bu.json,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,Block/segment closure,Closure start/end date-time,2026-04-28T12:19:23.839609+00:00,,,Construction closures only; not all events/emergencies; geometry often approximate,raw_metadata/new_york__i6b5-j7bu__page.json,
ezy6-djsf,new_york,Street Closures due to Construction Activities by Block and Intersection,NYC DOT,street events/closures; traffic,discovery_catalog_source,https://data.cityofnewyork.us/api/views/ezy6-djsf,https://data.cityofnewyork.us/resource/ezy6-djsf.json,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,Block/intersection closure,Closure start/end date-time,2026-04-28T12:19:23.839610+00:00,,,"May duplicate block/intersection datasets; stipulation-driven, not observed traffic",raw_metadata/new_york__ezy6-djsf__page.json,
as9z-kwsh,new_york,Street Network Changes,NYC DOT,traffic/transport; policy,discovery_catalog_source,https://data.cityofnewyork.us/api/views/as9z-kwsh,https://data.cityofnewyork.us/resource/as9z-kwsh.json,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,Street segment/intersection,Implementation/date fields,2026-04-28T12:19:23.839611+00:00,,,Programmatic changes only; historical file needed for older records,raw_metadata/new_york__as9z-kwsh__page.json,
bymk-vktx,new_york,Street Network Changes (Historical),NYC DOT,traffic/transport; policy,discovery_catalog_source,https://data.cityofnewyork.us/api/views/bymk-vktx,https://data.cityofnewyork.us/resource/bymk-vktx.json,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,Street segment/intersection,Change date/year where provided,2026-04-28T12:19:23.839613+00:00,,,"Static, uneven attribution; requires normalization to current street centerline",raw_metadata/new_york__bymk-vktx__page.json,
7ym2-wayt,new_york,Automated Traffic Volume Counts,NYC DOT,traffic/transport,discovery_catalog_source,https://data.cityofnewyork.us/api/views/7ym2-wayt,https://data.cityofnewyork.us/resource/7ym2-wayt.json,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,Counter location/street direction,Hourly/interval counts by date,2026-04-28T12:19:23.839614+00:00,,,Sampling locations are not continuous citywide sensors; equipment gaps/outliers,raw_metadata/new_york__7ym2-wayt__page.json,
btm5-ppia,new_york,Traffic Volume Counts (Historical),NYC DOT,traffic/transport,discovery_catalog_source,https://data.cityofnewyork.us/api/views/btm5-ppia,https://data.cityofnewyork.us/resource/btm5-ppia.json,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,Count location/street direction,Hourly/interval counts by date,2026-04-28T12:19:23.839615+00:00,,,Static legacy coverage; inconsistent site recurrence,raw_metadata/new_york__btm5-ppia__page.json,
i4gi-tjb9,new_york,DOT Traffic Speeds,NYC DOT,traffic/transport,discovery_catalog_source,https://data.cityofnewyork.us/api/views/i4gi-tjb9,https://data.cityofnewyork.us/resource/i4gi-tjb9.json,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,Traffic link/segment,Timestamped speed readings,2026-04-28T12:19:23.839617+00:00,,,Sensor/link network biased to arterials; real-time feed may overwrite/lag,raw_metadata/new_york__i4gi-tjb9__page.json,
h9gi-nx95,new_york,Motor Vehicle Collisions - Crashes,NYPD,traffic/transport; public safety,discovery_catalog_source,https://data.cityofnewyork.us/api/views/h9gi-nx95,https://data.cityofnewyork.us/resource/h9gi-nx95.json,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,Crash point/intersection/borough/ZIP,Crash date/time,2026-04-28T12:19:23.839618+00:00,,,Police-reported crashes only; location missing for some records; severity coding issues,raw_metadata/new_york__h9gi-nx95__page.json,
gua4-p9wg,new_york,Bicycle Counts for East River Bridges (Historical),NYC DOT,traffic/transport,discovery_catalog_source,https://data.cityofnewyork.us/api/views/gua4-p9wg,https://data.cityofnewyork.us/resource/gua4-p9wg.json,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,Bridge crossing,Daily/monthly count observations,2026-04-28T12:19:23.839620+00:00,,,Limited to selected bridges; weather/seasonality; historical static series,raw_metadata/new_york__gua4-p9wg__page.json,
wgnh-qwsg,new_york,Citywide Mobility Survey annual datasets,NYC DOT,traffic/transport; demographics,discovery_catalog_source,https://data.cityofnewyork.us/api/views/wgnh-qwsg,https://data.cityofnewyork.us/resource/wgnh-qwsg.json,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,Respondent/trip/household; survey zones,Survey day/trip records; annual waves,2026-04-28T12:19:23.839621+00:00,,,Survey weights required; methodology changes; sample error,raw_metadata/new_york__wgnh-qwsg__page.json,
new-033-mta-subway-turnstile-data,new_york,MTA Subway Turnstile Data,Metropolitan Transportation Authority (MTA),traffic/transport,discovery_catalog_source,https://data.ny.gov/Transportation/Turnstile-Usage-Data-2022/qaz5-9h7c and https://new.mta.info/developers/turnstile-data,,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,Turnstile control area/unit/station,4-hour cumulative readings / weekly files,2026-04-28T12:19:23.839624+00:00,,,Cumulative counters need cleaning for resets/rollovers; station mapping required,raw_metadata/new_york__new-033-mta-subway-turnstile-data__page.json,
new-034-mta-subway-bus-gtfs-and-real-time-feeds,new_york,MTA Subway/Bus GTFS and real-time feeds,MTA,traffic/transport; public services,discovery_catalog_source,https://new.mta.info/developers,,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,Stop/station/route/trip,Scheduled trips; real-time vehicle/trip updates,2026-04-28T12:19:23.839628+00:00,,,Primarily current operations; historical archive not guaranteed; API keys for some feeds,raw_metadata/new_york__new-034-mta-subway-bus-gtfs-and-real-time-feeds__page.json,
new-035-tlc-trip-record-data,new_york,TLC Trip Record Data,NYC Taxi and Limousine Commission,traffic/transport; economy,discovery_catalog_source,https://www.nyc.gov/site/tlc/about/tlc-trip-record-data.page,,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,Trip pickup/dropoff taxi zone; older exact coords for some years,Trip timestamp,2026-04-28T12:19:23.839632+00:00,,,Privacy aggregation and schema changes; large files; TLC zones not parcels,raw_metadata/new_york__new-035-tlc-trip-record-data__page.json,
inkn-q76z,new_york,Centerline (CSCL),NYC Office of Technology and Innovation,imagery/basemaps; transport; boundaries/geography,discovery_catalog_source,https://data.cityofnewyork.us/api/views/inkn-q76z,https://data.cityofnewyork.us/resource/inkn-q76z.json,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,Roadbed segment,Release snapshot,2026-04-28T12:19:23.839633+00:00,,,Not full history; use LION/historical changes for longitudinal network,raw_metadata/new_york__inkn-q76z__page.json,
2v4z-66xt,new_york,LION Single Line Street Base Map,NYC DCP,imagery/basemaps; transport; boundaries/geography,discovery_catalog_source,https://data.cityofnewyork.us/api/views/2v4z-66xt,https://data.cityofnewyork.us/resource/2v4z-66xt.json,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,Street/rail/shoreline linear features,Release snapshot,2026-04-28T12:19:23.839635+00:00,,,Complex topology; historical comparisons require versioned downloads,raw_metadata/new_york__2v4z-66xt__page.json,
ji82-xba5,new_york,Facilities Database,NYC DCP,public services; basemap,discovery_catalog_source,https://data.cityofnewyork.us/api/views/ji82-xba5,https://data.cityofnewyork.us/resource/ji82-xba5.json,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,Public/nonprofit facility point/site,Release snapshot with facility attributes,2026-04-28T12:19:23.839636+00:00,,,Not complete for all private services; closure/opening dates limited,raw_metadata/new_york__ji82-xba5__page.json,
erm2-nwe9,new_york,311 Service Requests from 2020 to Present,NYC 311,public services; environment; transport,discovery_catalog_source,https://data.cityofnewyork.us/api/views/erm2-nwe9,https://data.cityofnewyork.us/resource/erm2-nwe9.json,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,Service request point/address/community district/ZIP,Created/closed timestamps,2026-04-28T12:19:23.839638+00:00,,,Reporting behavior and category taxonomy changes; duplicates; older data split,raw_metadata/new_york__erm2-nwe9__page.json,
